Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
HONORABLE	FARENTHOLD	BLAKE		O	TX27	2011	5/16/2011	8202545
HONORABLE	FILNER	BOB		O	CA51	2011	6/6/2011	8202808
HONORABLE	FLEISCHMANN	CHARLES J. "CHUCK"		A	TN03	2011	7/20/2011	8203408
HONORABLE	FORBES	J. RANDY		O	VA04	2011	6/14/2011	8203006
HONORABLE	FORTENBERRY	JEFF		O	NE01	2011	6/3/2011	8202809
	GALLEGO	PETE		O	TX23	2011	2/6/2012	8207921
	GARZA	ADELA		D	TX34	2011	2/1/2012	8207630
HONORABLE	GIBBS	BOB		A	OH18	2011	6/14/2011	8203041
HONORABLE	GIBBS	BOB		O	OH18	2011	5/16/2011	8202560
HONORABLE	GOSAR	PAUL A.		O	AZ01	2011	9/12/2011	8203931
HONORABLE	GRAVES	SAM		O	MO06	2011	5/13/2011	8202567
HONORABLE	GRAVES	TOM		O	GA09	2011	5/13/2011	8202566
HONORABLE	HALVORSON	DEBBIE L.		T	IL11	2011	2/9/2011	8200222
	ALAMEEL	DAVID		O	TX06	2011	2/2/2012	8207925
HONORABLE	ALTMIRE	JASON		O	PA04	2011	5/13/2011	8201260
HONORABLE	BACA	JOE		O	CA43	2011	5/13/2011	8201513
HONORABLE	BACHUS	SPENCER		O	AL06	2011	5/16/2011	8201514
	BAQAI	FARAH S.		O	IL03	2011	2/27/2012	8207946
HONORABLE	BARRETT	J. GRESHAM		T	SC03	2011	2/4/2011	8200213
	BARRY	DANIEL B.		O	NC08	2011	2/1/2012	8207926
HONORABLE	BARTLETT	ROSCOE G.		O	MD06	2011	6/15/2011	8203070
HONORABLE	BASS	CHARLES F.		A	NH02	2011	7/27/2011	8203465
	BEATTY	JOYCE		O	OH03	2011	1/6/2012	8207845
	BEATTY	JOYCE		A	OH03	2011	1/2/2013	8209582
HONORABLE	BISHOP	SANFORD D.	JR.	O	GA02	2011	5/13/2011	8201646
HONORABLE	BONNER	JO		O	AL01	2011	5/16/2011	8201652
HONORABLE	BOUSTANY	CHARLES W.	JR.	O	LA07	2011	5/13/2011	8201656
HONORABLE	BUCSHON	LARRY		O	IN08	2011	5/16/2011	8201816
HONORABLE	CAMPBELL	JOHN		O	CA48	2011	5/11/2011	8202481
HONORABLE	CANTOR	ERIC		A	VA07	2011	3/7/2012	8204773
HONORABLE	CARSON	ANDRE		O	IN07	2011	6/1/2011	8202804
HONORABLE	CASTLE	MIKE		T	DE00	2011	2/15/2011	9100044
	CLAYTON	TAJ		O	TX30	2011	1/25/2012	8207891
HONORABLE	CLEAVER	EMANUEL		A	MO05	2011	5/15/2012	8205086
	COWART	JOHN DAVID		O	AR04	2011	2/9/2012	8207913
HONORABLE	CRITZ	MARK S.		O	PA12	2011	5/16/2011	8202512
HONORABLE	DAVIS	LINCOLN		T	TN04	2011	2/3/2011	8200194
HONORABLE	DAVIS	SUSAN A.		O	CA53	2011	5/16/2011	8202527
HONORABLE	ELLSWORTH	BRAD		T	IN08	2011	1/26/2011	8200144
HONORABLE	ENGEL	ELIOT L.		O	NY17	2011	5/16/2011	8202542
HONORABLE	FLEISCHMANN	CHARLES J. "CHUCK"		A	TN03	2011	7/19/2011	8203407
	GARAGIOLA	ROBERT J.		O	MD06	2011	1/9/2012	8208979
HONORABLE	GIBBS	BOB		A	OH18	2011	6/1/2011	8202811
	GIGLIOTTI	LOUIS PAUL		O	TX04	2011	2/1/2012	8207930
HONORABLE	GOODLATTE	BOB		O	VA06	2011	5/13/2011	8202564
HONORABLE	GOWDY	TREY		O	SC04	2011	5/10/2011	8202565
HONORABLE	GRANGER	KAY		O	TX12	2011	8/1/2011	8203516
HONORABLE	GRIFFITH	PARKER		T	AL05	2011	2/7/2011	8200215
HONORABLE	GRIJALVA	RAUL M.		O	AZ07	2011	5/24/2011	8202572
HONORABLE	HANABUSA	COLLEEN W.		A	HI01	2011	6/1/2011	8202812
	HARRISON	ROSE MEZA		O	TX27	2011	5/23/2012	8208370
HONORABLE	HARTZLER	VICKY		O	MO04	2011	5/13/2011	8202578
	HARWELL	DEBORAH B.		W	SC07	2011	1/24/2012	8206979
HONORABLE	HAYWORTH	NAN A. S.		A	NY19	2011	5/22/2012	8205226
HONORABLE	HAYWORTH	NAN A. S.		O	NY19	2011	6/16/2011	8203103
	HERNANDEZ	JOSE M.		A	CA10	2011	6/26/2012	8208453
HONORABLE	HIGGINS	BRIAN		O	NY27	2011	4/26/2011	8202586
HONORABLE	JACKSON	JESSE L.	JR.	O	IL02	2011	5/13/2011	8202598
HONORABLE	JACKSON LEE	SHELIA		O	TX18	2011	8/5/2011	8203585
	KEEVER	PATRICIA R.		O	NC10	2011	7/26/2012	8208505
HONORABLE	KING	STEVE		O	IA05	2011	5/16/2011	8202611
HONORABLE	LARSEN	RICK		O	WA02	2011	5/13/2011	8202623
HONORABLE	LEWIS	JOHN		O	GA05	2011	5/16/2011	8202628
HONORABLE	ADAMS	SANDY		O	FL24	2011	5/13/2011	8201257
	ADEN	KENNETH WADE		O	AR03	2011	1/4/2012	8208916
	ANDERSON	GLENN STANFORD		O	MI13	2011	3/7/2012	8207989
	ANDERSON	JASON EDWARD		W	AL05	2011	1/30/2012	8206976
HONORABLE	BACHMANN	MICHELE		O	MN06	2011	8/12/2011	8203670
HONORABLE	BARLETTA	LOU		O	PA11	2011	5/13/2011	8201516
	BARNES	BRIAN PATRICK		O	MN03	2011	1/3/2012	8207844
HONORABLE	BASS	CHARLES F.		O	NH02	2011	5/16/2011	8201519
	BATES	DON	JR.	A	IN06	2011	2/17/2012	8206763
HONORABLE	BENISHEK	DAN		O	MI01	2011	5/12/2011	8201521
	BERNIER	JUSTIN		O	CT05	2011	8/20/2012	8208546
	BERRYHILL	MICHAEL CLARE	SR.	W	CA18	2011	3/28/2012	8206978
HONORABLE	BLACKBURN	MARSHA		O	TN07	2011	5/25/2011	8201649
HONORABLE	BORDALLO	MADELEINE Z.		O	GU00	2011	5/11/2011	8201653
	BROWN	MARVEN WADE		D	TX11	2011	2/1/2012	8207624
	BURNS	NEIL PAUL		O	TX08	2011	2/1/2012	8207927
HONORABLE	CALVERT	KEN		O	CA44	2011	5/12/2011	8202480
HONORABLE	CANSECO	FRANCISCO R.		A	TX23	2011	9/12/2012	8208303
	CANTU	DAVID		X	TX15	2011	4/27/2012	8207030
HONORABLE	CAO	ANH "JOSEPH"		T	LA02	2011	5/12/2011	8200671
HONORABLE	CAPUANO	MICHAEL E.		A	MA08	2011	6/15/2011	8203037
HONORABLE	CAPUANO	MICHAEL E.		O	MA08	2011	5/11/2011	8202494
	CARDENAS	TONY		O	CA28	2011	4/11/2012	8208046
HONORABLE	CARTER	JOHN R.		O	TX31	2011	5/13/2011	8202488
HONORABLE	CASTOR	KATHY		A	FL11	2011	6/15/2011	8203045
HONORABLE	CHU	JUDY		A	CA32	2011	5/31/2011	8202805
HONORABLE	CLARKE	HANSEN		O	MI13	2011	5/24/2011	8202498
HONORABLE	COBLE	HOWARD		A	NC06	2011	10/12/2011	8204092
HONORABLE	COHEN	STEVE		O	TN09	2011	6/15/2011	8203038
HONORABLE	CONAWAY	K. MICHAEL		O	TX11	2011	5/16/2011	8202505
HONORABLE	CONNOLLY	GERALD E.		O	VA11	2011	5/16/2011	8202506
HONORABLE	COSTA	JIM		O	CA20	2011	5/13/2011	8202508
HONORABLE	DEGETTE	DIANA		O	CO01	2011	5/16/2011	8202528
	DELANEY	JOHN K.		X	MD06	2011	4/27/2012	8207032
HONORABLE	DENT	CHARLES W.		O	PA15	2011	8/4/2011	8203544
HONORABLE	DESJARLAIS	SCOTT		O	TN04	2011	6/13/2011	8202990
HONORABLE	DEUTCH	THEODORE E.		O	FL19	2011	5/16/2011	8202531
HONORABLE	DICKS	NORMAN D.		O	WA06	2011	5/10/2011	8202533
HONORABLE	DINGELL	JOHN D.		O	MI15	2011	5/16/2011	8202534
HONORABLE	DOYLE	MICHAEL F.		O	PA14	2011	5/16/2011	8202537
HONORABLE	DREIER	DAVID		A	CA26	2011	7/11/2012	8206505
HONORABLE	EDWARDS	CHET		T	TX17	2011	1/27/2011	8200143
HONORABLE	ENGEL	ELIOT L.		A	NY17	2011	7/11/2011	8203302
HONORABLE	FLAKE	JEFF		O	AZ06	2011	5/12/2011	8202550
HONORABLE	FRANKS	TRENT		O	AZ02	2011	5/13/2011	8202554
HONORABLE	GALLEGLY	ELTON		O	CA24	2011	5/12/2011	8202557
HONORABLE	GOSAR	PAUL A.		A	AZ01	2011	3/27/2012	8204836
	GRABOWSKI	RICHARD L.		O	IL03	2011	7/26/2012	8208504
HONORABLE	HALL	JOHN J.		T	NY19	2011	8/25/2011	8203838
HONORABLE	HANNA	RICHARD L.		O	NY24	2011	9/8/2011	8203893
HONORABLE	ACKERMAN	GARY L.		O	NY05	2011	5/12/2011	8201256
HONORABLE	AKIN	W. TODD		O	MO02	2011	5/13/2011	8201258
HONORABLE	ALEXANDER	RODNEY		O	LA05	2011	5/11/2011	8201259
HONORABLE	AMASH	JUSTIN A.		O	MI03	2011	5/23/2011	8201261
HONORABLE	BACHUS	SPENCER		A	AL06	2011	6/15/2011	8203069
HONORABLE	BENISHEK	DAN		A	MI01	2011	7/14/2011	8203349
HONORABLE	BERRY	MARION		T	AR01	2011	2/2/2011	8200186
HONORABLE	BISHOP	ROB		O	UT01	2011	5/16/2011	8201647
HONORABLE	BOYD	ALLEN		T	FL02	2011	2/7/2011	8200214
	BROSCH	JACK W.		D	NC12	2011	1/25/2012	8207623
HONORABLE	BROUN	PAUL C.		A	GA10	2011	1/2/2014	8213740
HONORABLE	BROWN	CORRINE		A	FL03	2011	7/20/2011	8203405
	BURNER	DARCY		O	WA01	2011	5/23/2012	8208639
HONORABLE	BUTTERFIELD	G. K.		A	NC01	2011	8/11/2011	8203643
HONORABLE	CANTOR	ERIC		O	VA07	2011	5/13/2011	8202482
HONORABLE	CARNAHAN	RUSS		O	MO03	2011	5/12/2011	8202487
HONORABLE	CASSIDY	BILL		A	LA06	2011	11/1/2011	8204199
	COBB	JAMES (JAY) FRANCIS		X	UT04	2011	4/27/2012	8207031
HONORABLE	COBLE	HOWARD		O	NC06	2011	5/16/2011	8202502
HONORABLE	COFFMAN	MIKE		O	CO06	2011	5/24/2011	8202503
	COLLET	STEPHEN		O	CA36	2011	2/2/2012	8207928
	COZAD	DAVID EDWIN		D	TX06	2011	3/29/2012	8207619
HONORABLE	CRENSHAW	ANDER		A	FL04	2011	6/27/2011	8203195
HONORABLE	CRENSHAW	ANDER		O	FL04	2011	5/13/2011	8202511
HONORABLE	CULBERSON	JOHN ABNEY		O	TX07	2011	5/13/2011	8202514
HONORABLE	DAVIS	GEOFF		O	KY04	2011	5/12/2011	8202526
HONORABLE	DINGELL	JOHN D.		A	MI15	2011	5/15/2012	8205089
	DUCKWORTH	L. TAMMY		A	IL08	2011	10/3/2012	8209066
HONORABLE	DUNCAN	JOHN J.	JR.	O	TN02	2011	5/5/2011	8202539
HONORABLE	EDWARDS	DONNA F.		O	MD04	2011	5/16/2011	8202540
HONORABLE	ESHOO	ANNA G.		O	CA14	2011	5/3/2011	8202543
HONORABLE	FALLIN	MARY		T	OK05	2011	2/11/2011	9100045
HONORABLE	FARR	SAM		O	CA17	2011	5/16/2011	8202546
HONORABLE	FINCHER	STEPHEN LEE		O	TN08	2011	5/16/2011	8202548
HONORABLE	FORBES	J. RANDY		A	VA04	2011	7/14/2011	8203409
HONORABLE	FOXX	VIRGINIA		O	NC05	2011	7/28/2011	8203466
	GALDO	JOSEPH F.		D	VA11	2011	1/5/2012	8207629
	GARZA	ADELA		O	TX34	2011	5/2/2012	8208137
HONORABLE	GIFFORDS	GABRIELLE		O	AZ08	2011	5/16/2011	8202561
HONORABLE	GOHMERT	LOUIE		O	TX01	2011	5/13/2011	8202563
HONORABLE	GREEN	AL		O	TX09	2011	5/13/2011	8202568
HONORABLE	GRIFFIN	TIM		O	AR02	2011	5/27/2011	8202810
	HALVORSON	DEBORAH "DEBBIE"		O	IL02	2011	1/10/2012	8207862
HONORABLE	HAYWORTH	NAN A. S.		A	NY19	2011	6/22/2011	8203141
HONORABLE	HENSARLING	JEB		O	TX05	2011	5/13/2011	8202583
HONORABLE	HOLDEN	TIM		O	PA17	2011	5/16/2011	8202589
HONORABLE	HONDA	MICHAEL M.		O	CA15	2011	5/13/2011	8202590
	HOWARD	DAWNETTA N.		D	OH16	2011	2/8/2012	8208975
	IVEY	GLENN FREDERICK		O	MD04	2011	3/13/2012	8207982
	JOHNSON	TREVA RENA		W	NC05	2011	2/1/2012	8208786
HONORABLE	ADLER	JOHN		T	NJ03	2011	2/3/2011	8200185
	AGANA	MARISHA GUZMAN		O	OH13	2011	5/16/2012	8208344
HONORABLE	ANDREWS	ROBERT E.		O	NJ01	2011	5/13/2011	8201262
	AUBUCHON	GARY		O	FL14	2011	1/5/2012	8207843
HONORABLE	BASS	KAREN		O	CA33	2011	5/19/2011	8201520
	BENTIVOLIO	KERRY		O	MI11	2011	1/9/2012	8207847
HONORABLE	BIGGERT	JUDY		O	IL13	2011	6/14/2011	8203004
HONORABLE	BILBRAY	BRIAN P.		O	CA50	2011	6/15/2011	8203071
HONORABLE	BOCCIERI	JOHN A.		T	OH16	2011	2/11/2011	9100043
HONORABLE	BONNER	JO		A	AL01	2011	5/10/2012	8205059
	BRITTAIN	ANDREW PRESTON		O	SC07	2011	4/2/2012	8208042
HONORABLE	BROWN	CORRINE		A	FL03	2011	7/15/2011	8203360
HONORABLE	BUCHANAN	VERN		A	FL13	2011	9/13/2011	8203947
HONORABLE	BURTON	DAN		O	IN05	2011	8/5/2011	8203584
HONORABLE	BUYER	STEVE		T	IN04	2011	1/13/2011	8200119
HONORABLE	CAPITO	SHELLEY MOORE		A	WV02	2011	6/14/2011	8203005
HONORABLE	CAPITO	SHELLEY MOORE		O	WV02	2011	5/13/2011	8202483
HONORABLE	CARSON	ANDRE		A	IN07	2011	6/16/2011	8203104
HONORABLE	CASSIDY	BILL		O	LA06	2011	5/19/2011	8202489
HONORABLE	COLE	TOM		A	OK04	2011	5/31/2011	8202806
	COLLINS	FREDERICK		D	IL01	2011	1/31/2012	8207627
HONORABLE	CONYERS	JOHN	JR.	O	MI14	2011	6/15/2011	8203039
	COOK	RODGER		O	IL12	2011	2/6/2012	8207919
HONORABLE	COSTELLO	JERRY F.		O	IL12	2011	5/12/2011	8202509
HONORABLE	CRAVAACK	CHIP		O	MN08	2011	8/18/2010	8203716
HONORABLE	CROWLEY	JOSEPH		O	NY07	2011	5/16/2011	8202513
HONORABLE	DAVIS	ARTUR		T	AL07	2011	12/17/2010	8200069
HONORABLE	DAVIS	DANNY K.		O	IL07	2011	5/25/2011	8202525
HONORABLE	DUNCAN	JEFF		O	SC03	2011	5/13/2011	8202538
HONORABLE	EMERSON	JO ANN		O	MO08	2011	6/15/2011	8203073
HONORABLE	ETHERIDGE	BOB		T	NC02	2011	2/1/2011	8200187
HONORABLE	FATTAH	CHAKA		O	PA02	2011	5/12/2011	8202547
	FICKER	ROBIN K. A.		O	MD06	2011	2/7/2012	8207920
HONORABLE	GARAMENDI	JOHN		O	CA10	2011	7/14/2011	8203350
HONORABLE	GARDNER	CORY		O	CO04	2011	5/24/2011	8202556
	GARZA	RAMIRO	JR.	O	TX27	2011	1/18/2012	8207864
HONORABLE	GRAVES	TOM		A	GA09	2011	5/15/2012	8205090
HONORABLE	GRIMM	MICHAEL G.		O	NY13	2011	5/16/2011	8202571
HONORABLE	GUINTA	FRANK C.		A	NH01	2011	8/17/2010	8203717
	GULLESON	PAM		O	ND00	2011	1/23/2012	8207878
HONORABLE	GUTIERREZ	LUIS V.		O	IL04	2011	6/15/2011	8203074
HONORABLE	HARE	PHIL		T	IL17	2011	12/28/2010	8200075
HONORABLE	HARMAN	JANE		T	CA36	2011	6/28/2011	8203167
HONORABLE	HEINRICH	MARTIN		O	NM01	2011	5/16/2011	8202581
HONORABLE	HELLER	DEAN		O	NV02	2011	5/6/2011	8202582
HONORABLE	HERGER	WALLY		O	CA02	2011	5/13/2011	8202584
	HETRICK	BRIAN CLINTON		D	MI08	2011	1/19/2012	8207632
	HEWLETT	JACK JUSTIN		O	TX25	2011	1/30/2012	8207894
HONORABLE	HILL	BARON P.		T	IN09	2011	2/9/2011	8200224
HONORABLE	HINCHEY	MAURICE D.		O	NY22	2011	5/12/2011	8202587
HONORABLE	AUSTRIA	STEVE		A	OH07	2011	7/21/2011	8203436
HONORABLE	BARLETTA	LOU		A	PA11	2011	7/8/2011	8203259
HONORABLE	BARTON	JOE		O	TX06	2011	5/16/2011	8201518
HONORABLE	BEAN	MELISSA L.		T	IL08	2011	3/10/2011	8200328
	BICKNELL	HUNTER		O	GA09	2011	1/23/2012	8207876
HONORABLE	BISHOP	TIMOTHY H.		O	NY01	2011	5/3/2011	8201648
HONORABLE	BLACK	DIANE		O	TN06	2011	6/10/2011	8202989
HONORABLE	BLUMENAUER	EARL		O	OR03	2011	5/24/2011	8201650
HONORABLE	BRADY	KEVIN		O	TX08	2011	7/6/2011	8203260
HONORABLE	BRADY	ROBERT A.		O	PA01	2011	5/16/2011	8201657
HONORABLE	BRALEY	BRUCE L.		A	IA01	2011	6/15/2011	8203044
HONORABLE	BRIGHT	BOBBY		T	AL02	2011	1/24/2011	8200141
HONORABLE	BUCHANAN	VERN		O	FL13	2011	5/13/2011	8203114
HONORABLE	CARNAHAN	RUSS		A	MO03	2011	7/8/2011	8203261
HONORABLE	CARNEY	CHRISTOPHER		T	PA10	2011	5/27/2011	8202886
HONORABLE	CARNEY	JOHN C.	JR.	O	DE00	2011	6/10/2011	8202961
HONORABLE	CHABOT	STEVE		O	OH01	2011	5/10/2011	8202491
HONORABLE	CHANDLER	BEN		O	KY06	2011	5/13/2011	8202493
	CHAVEZ	MARTY		A	NM01	2011	3/28/2012	8206765
HONORABLE	CHRISTENSEN	DONNA M.		O	VI00	2011	5/4/2011	8202495
HONORABLE	CLEAVER	EMANUEL		O	MO05	2011	5/13/2011	8202500
HONORABLE	COBLE	HOWARD		A	NC06	2011	7/11/2011	8203262
HONORABLE	COLE	TOM		O	OK04	2011	5/16/2011	8202504
HONORABLE	CUELLAR	HENRY		A	TX28	2011	5/15/2012	8205088
HONORABLE	DAHLKEMPER	KATHY		T	PA03	2011	2/1/2011	8200158
HONORABLE	DEFAZIO	PETER A.		O	OR04	2011	5/9/2011	8202529
HONORABLE	DEUTCH	THEODORE E.		A	FL19	2011	5/15/2012	8205091
HONORABLE	DIAZ-BALART	LINCOLN		T	FL21	2011	2/9/2011	8200223
HONORABLE	DONNELLY	JOE		O	IN02	2011	5/16/2011	8202536
HONORABLE	DREIER	DAVID		O	CA26	2011	8/11/2011	8203644
	DUHON	MAURICE EDWARD	JR.	D	TX18	2011	1/5/2012	8207628
HONORABLE	FALEOMAVAEGA	ENI F. H.		O	AS00	2011	5/11/2011	8202544
HONORABLE	FLEMING	JOHN		A	LA04	2011	10/27/2011	8204174
HONORABLE	FRANK	BARNEY		O	MA04	2011	5/13/2011	8202552
HONORABLE	GONZALEZ	CHARLES A.		O	TX20	2011	5/5/2011	8202562
	GOSS	CHAUNCEY PORTER	II	O	FL14	2011	2/27/2012	8207947
	GOUNARES	PETER HUNTER		O	AL01	2011	1/4/2012	8207852
	GRABOWSKI	RICHARD L.		D	IL03	2011	1/5/2012	8207631
HONORABLE	GRAYSON	ALAN		T	FL08	2011	5/5/2011	8200648
HONORABLE	GREEN	GENE		O	TX29	2011	5/12/2011	8202569
HONORABLE	HANABUSA	COLLEEN W.		O	HI01	2011	5/12/2011	8202576
HONORABLE	HANNA	RICHARD L.		A	NY24	2011	1/19/2012	8204510
	HARRIS	FELICIA		O	TX14	2011	1/11/2012	8207870
HONORABLE	HASTINGS	ALCEE L.		O	FL23	2011	5/11/2011	8202579
HONORABLE	HASTINGS	DOC		O	WA04	2011	6/14/2011	8202991
HONORABLE	HERRERA BEUTLER	JAIME		O	WA03	2011	5/12/2011	8202585
HONORABLE	HIMES	JAMES A.		O	CT04	2011	6/15/2011	8203042
HONORABLE	JENKINS	LYNN		O	KS02	2011	5/11/2011	8202599
	JOHNSON	BERTRAM COURTNEY		O	MI13	2011	2/22/2012	8207950
MR.	KELLY	JESSE N		O	AZ08	2011	2/9/2012	8208977
HONORABLE	ADERHOLT	ROBERT B.		O	AL04	2011	6/15/2011	8203068
HONORABLE	ADLER	JOHN		T	NJ03	2011	2/24/2011	8200278
	ALEXANDER	MATTHEW CLIFFORD		O	NY19	2011	2/13/2012	8208917
	ANDERSON	JOHN DAVID		O	OH10	2011	1/23/2012	8207875
HONORABLE	ANDREWS	ROBERT E.		A	NJ01	2011	7/7/2011	8203258
HONORABLE	ARCURI	MICHAEL A.		T	NY24	2011	2/7/2011	8200212
HONORABLE	BARROW	JOHN		O	GA12	2011	5/16/2011	8201517
HONORABLE	BOEHNER	JOHN A.		O	OH08	2011	5/13/2011	8201651
HONORABLE	BONO MACK	MARY		O	CA45	2011	5/13/2011	8202640
HONORABLE	BOREN	DAN		A	OK02	2011	7/20/2012	8206657
HONORABLE	BOUCHER	RICK		T	VA09	2011	1/12/2011	8200094
HONORABLE	BROOKS	MO		O	AL05	2011	5/13/2011	8201659
HONORABLE	BROUN	PAUL C.		O	GA10	2011	8/12/2011	8203664
HONORABLE	BROWN	CORRINE		O	FL03	2011	5/16/2011	8201660
HONORABLE	BURGESS	MICHAEL C.		A	TX26	2011	6/8/2012	8206296
HONORABLE	BURGESS	MICHAEL C.		O	TX26	2011	6/24/2011	8203168
	CAESAR	JOSHUA C.		D	TX03	2011	1/19/2012	8207625
HONORABLE	CAMP	DAVE		O	MI04	2011	6/15/2011	8203047
HONORABLE	CAPITO	SHELLEY MOORE		A	WV02	2011	5/16/2011	8202484
HONORABLE	CAPPS	LOIS		O	CA23	2011	5/3/2011	8202485
HONORABLE	CARDOZA	DENNIS A.		A	CA18	2011	7/10/2012	8206504
HONORABLE	CARDOZA	DENNIS A.		O	CA18	2011	5/16/2011	8202486
HONORABLE	CHAFFETZ	JASON		O	UT03	2011	5/12/2011	8202492
HONORABLE	CHILDERS	TRAVIS		T	MS01	2011	2/9/2011	8200221
HONORABLE	CLARKE	YVETTE D.		O	NY11	2011	8/29/2011	8203810
HONORABLE	CLYBURN	JAMES E.		A	SC06	2011	3/22/2012	8204822
HONORABLE	CLYBURN	JAMES E.		O	SC06	2011	5/13/2011	8202501
HONORABLE	COOPER	JIM		O	TN05	2011	5/16/2011	8202507
HONORABLE	COSTA	JIM		A	CA20	2011	7/19/2011	8203406
HONORABLE	COURTNEY	JOE		O	CT02	2011	5/16/2011	8202510
	DILLARD	GODREY		O	MI13	2011	4/9/2012	8209179
HONORABLE	DRIEHAUS	STEVE		T	OH01	2011	1/26/2011	8200142
HONORABLE	EHLERS	VERNON		T	MI03	2011	1/6/2011	8200096
HONORABLE	FARENTHOLD	BLAKE		A	TX27	2011	8/18/2011	8203734
	FARRIS	JAMES R. (JIMMY)		O	ID01	2011	3/5/2012	8207992
	FITZGERALD	KEITH		O	FL13	2011	2/23/2012	8207948
HONORABLE	FITZPATRICK	MICHAEL G.		O	PA08	2011	6/15/2011	8203040
HONORABLE	FITZPATRICK	MICHAEL G.		A	PA08	2011	11/17/2011	8204337
HONORABLE	FLORES	BILL		O	TX17	2011	8/11/2011	8203646
HONORABLE	FOSTER	BILL		T	IL14	2011	3/10/2011	8200329
HONORABLE	FUDGE	MARCIA L.		O	OH11	2011	5/13/2011	8202555
HONORABLE	GARDNER	CORY		A	CO04	2011	3/20/2012	8204823
HONORABLE	GARRETT	SCOTT		O	NJ05	2011	5/16/2011	8202559
	GOETTEN	MATTHEW J.		O	IL13	2011	1/20/2012	8207867
HONORABLE	GORDON	BART		T	TN06	2011	5/3/2011	8200622
	GRANT	DAN		O	TX16	2011	1/18/2012	8207868
HONORABLE	GUINTA	FRANK C.		O	NH01	2011	5/19/2011	8202573
HONORABLE	GUTHRIE	BRETT		O	KY02	2011	5/13/2011	8202574
HONORABLE	HELLER	DEAN		A	NV02	2011	6/27/2011	8203170
HONORABLE	HURT	ROBERT		O	VA05	2011	5/13/2011	8202595
HONORABLE	HECK	JOSEPH J.		O	NV03	2011	5/13/2011	8202580
HONORABLE	HINOJOSA	RUBEN		O	TX15	2011	8/11/2011	8203645
HONORABLE	HIRONO	MAZIE K.		O	HI02	2011	5/16/2011	8202588
HONORABLE	HOLT	RUSH D.		O	NJ12	2011	5/13/2011	8202591
HONORABLE	HOYER	STENY H.		A	MD05	2011	5/15/2012	9102119
	HUBER	ALYSON		W	CA03	2011	1/31/2012	8207617
HONORABLE	HUIZENGA	BILL		A	MI02	2011	8/17/2010	8203718
HONORABLE	INSLEE	JAY		O	WA01	2011	5/16/2011	8202596
