Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
HONORABLE	BACA	JOE		T	CA43	2013	1/31/2013	8209747
HONORABLE	BACHMANN	MICHELE		X	MN06	2013	5/17/2013	8210532
HONORABLE	BACHMANN	MICHELE		O	MN06	2013	6/13/2013	8212267
HONORABLE	BACHUS	SPENCER		X	AL06	2013	4/15/2013	8210105
HONORABLE	BACHUS	SPENCER		O	AL06	2013	8/14/2013	8212965
HONORABLE	BALDWIN	TAMMY		E	WI02	2013	6/13/2013	8212266
HONORABLE	BALDWIN	TAMMY		B	WI02	2013	5/2/2013	8210195
	BALKEMA	CHRIS		O	IL11	2013	5/17/2013	8210789
HONORABLE	BARBER	RON		A	AZ02	2013	6/13/2013	8212268
HONORABLE	BARBER	RON		O	AZ02	2013	5/15/2013	8211959
	BARFIELD	JONATHAN	JR.	D	NC07	2013	10/2/2013	8213193
	BARFIELD	JONATHAN	JR.	D	NC07	2013	10/21/2013	8213250
	BARKLEY	MICHAEL J.		O	CA10	2013	7/3/2013	8212498
HONORABLE	BARLETTA	LOU		A	PA11	2013	7/3/2013	9103181
HONORABLE	BARLETTA	LOU		O	PA11	2013	5/15/2013	8211960
HONORABLE	BARR	ANDY		A	KY06	2013	6/20/2013	8212364
HONORABLE	BARR	ANDY		O	KY06	2013	5/15/2013	8211961
	BARR	BOB		A	GA11	2013	6/20/2013	8212352
	BARR	BOB		O	GA11	2013	6/18/2013	8212351
	BARRON	CHARLES		O	NY10	2013	12/5/2012	8209509
	BARRON	ELIOT STEVENS		D	LA05	2013	9/26/2013	8213190
	BARRON	ELIOT STEVENS		O	LA05	2013	10/14/2013	8213241
HONORABLE	BARROW	JOHN		O	GA12	2013	5/15/2013	8211962
HONORABLE	BARTLETT	ROSCOE GARDNER		T	MD06	2013	1/23/2013	8209695
HONORABLE	BARTON	JOE		A	TX06	2013	7/23/2013	8212626
HONORABLE	BARTON	JOE		O	TX06	2013	5/15/2013	8211966
HONORABLE	BASS	CHARLES F.		T	NH02	2013	2/11/2013	8209823
HONORABLE	BASS	KAREN		O	CA37	2013	5/15/2013	8211963
	BATTLE	GEORGE EDWARD	III	O	NC12	2013	7/24/2013	8212685
	BAYNE	IAN L.		D	IL11	2013	6/19/2013	9103178
	BAYNE	IAN L.		O	IL11	2013	10/9/2013	8213194
	BEALE	ANTHONY A.		O	IL02	2013	2/14/2013	8209871
HONORABLE	BEATTY	JOYCE		O	OH03	2013	5/15/2013	8211967
HONORABLE	BECERRA	XAVIER		X	CA34	2013	5/16/2013	8210444
HONORABLE	BECERRA	XAVIER		X	CA34	2013	6/20/2013	9103152
HONORABLE	BECERRA	XAVIER		O	CA34	2013	6/28/2013	8212392
	BELGARD	AIMEE		O	NJ03	2013	12/20/2013	8213709
HONORABLE	BENISHEK	DAN		O	MI01	2013	5/15/2013	8211968
HONORABLE	BENISHEK	DAN		A	MI01	2013	7/23/2013	8212628
	BENSON	MICHAEL WAYNE		O	MN01	2013	8/8/2013	8212833
HONORABLE	BENTIVOLIO	KERRY L.		X	MI11	2013	5/22/2013	8210693
HONORABLE	BENTIVOLIO	KERRY L.		O	MI11	2013	8/9/2013	8212840
HONORABLE	BERA	AMI		O	CA07	2013	5/15/2013	8211964
HONORABLE	BERG	RICK		X	ND00	2013	11/30/2012	8209511
HONORABLE	BERG	RICK		T	ND00	2013	5/3/2013	8210196
	BERGER	PHILIP EDWARD	JR.	O	NC06	2013	1/2/2014	8213760
	BERGMANN	CHARLOTTE		O	TN09	2013	12/11/2013	8213650
HONORABLE	BERKLEY	SHELLEY		T	NV01	2013	1/18/2013	8209694
HONORABLE	BERMAN	HOWARD L.		T	CA30	2013	2/4/2013	8209799
HONORABLE	BIGGERT	JUDY		T	IL11	2013	2/6/2013	8209825
HONORABLE	BILBRAY	BRIAN P.		X	CA52	2013	2/7/2013	8209847
HONORABLE	BILBRAY	BRIAN P.		T	CA52	2013	2/28/2013	8209914
	BILBRAY-KOHN	ERIN K.		O	NV03	2013	8/7/2013	8212834
HONORABLE	BILIRAKIS	GUS M.		O	FL12	2013	5/15/2013	8211969
	BIRCHER	MARK		O	FL13	2013	12/9/2013	8213632
	BIRMAN	IGOR A.		O	CA07	2013	10/7/2013	8213195
HONORABLE	BISHOP	ROB		O	UT01	2013	5/15/2013	8211970
HONORABLE	BISHOP	SANFORD D.	JR.	O	GA02	2013	5/9/2013	8211971
HONORABLE	BISHOP	TIMOTHY H.		O	NY01	2013	5/15/2013	8211972
HONORABLE	BLACK	DIANE		X	TN06	2013	5/17/2013	8210533
HONORABLE	BLACK	DIANE		A	TN06	2013	7/23/2013	8212629
HONORABLE	BLACK	DIANE		O	TN06	2013	6/7/2013	8212181
HONORABLE	BLACKBURN	MARSHA		O	TN07	2013	5/15/2013	8211973
	BLANDFORD	KEITH WARRICK		D	SC01	2013	3/27/2013	8210063
	BLUM	RODNEY LELAND		O	IA01	2013	6/3/2013	9103127
HONORABLE	BLUMENAUER	EARL		O	OR03	2013	5/23/2013	8211974
	BOCCIERI	JOHN A.		O	OH07	2013	5/22/2013	8210790
	BOCK	JOSEPH		X	IN02	2013	12/9/2013	8213663
HONORABLE	BOEHNER	JOHN A.		O	OH08	2013	5/15/2013	8211975
	BOLGER	RICHARD OWEN		X	VA10	2013	9/4/2013	8213047
	BOLGER	RICHARD OWEN		O	VA10	2013	12/19/2013	8213682
HONORABLE	BONAMICI	SUZANNE		O	OR01	2013	5/7/2013	8211976
	BONGINO	DANIEL		O	MD06	2013	7/23/2013	8212670
	BONILLA	JORGE L.	JR.	O	FL09	2013	8/1/2013	8212749
	BONNER	JAY  ALAN		O	FL20	2013	12/6/2013	8213633
HONORABLE	BONNER	JO		T	AL01	2013	8/26/2013	8213038
HONORABLE	BONNER	JO		O	AL01	2013	5/15/2013	8211977
HONORABLE	BONO MACK	MARY		X	CA45	2013	2/7/2013	8209848
HONORABLE	BONO MACK	MARY		T	CA45	2013	3/26/2013	8210023
HONORABLE	BORDALLO	MADELEINE Z.		O	GU00	2013	5/14/2013	8211978
HONORABLE	BOREN	DAVID DANIEL		X	OK02	2013	1/11/2013	8209664
HONORABLE	BOREN	DAVID DANIEL		T	OK02	2013	4/30/2013	8210164
	BOST	MICHAEL J.		O	IL12	2013	8/7/2013	8212836
	BOSTIC	CURTIS		O	SC01	2013	5/2/2013	8210209
HONORABLE	BOSWELL	LEONARD L.		T	IA03	2013	2/6/2013	8209826
	BOTELHO	JOANNA LYNN GARCIA		X	CA16	2013	11/6/2013	8213409
HONORABLE	BOUSTANY	CHARLES W.	JR.	O	LA03	2013	5/15/2013	9103079
	BOWDEN	CRAIG RICHARD		D	UT01	2013	6/20/2013	9103179
	BOYLE	BRENDAN F.		O	PA13	2013	5/22/2013	8210791
HONORABLE	BRADY	KEVIN		X	TX08	2013	5/22/2013	8210694
HONORABLE	BRADY	KEVIN		O	TX08	2013	6/3/2013	8212134
HONORABLE	BRADY	ROBERT A.		O	PA01	2013	5/15/2013	8211980
HONORABLE	BRALEY	BRUCE L.		X	IA01	2013	4/24/2013	8210149
HONORABLE	BRALEY	BRUCE L.		O	IA01	2013	6/24/2013	8212365
HONORABLE	BRALEY	BRUCE L.		A	IA01	2013	8/13/2013	8212933
	BRANDON	MARCUS		O	NC08	2013	10/10/2013	8213196
	BRASHEAR-MODICA	JERRY LEE		D	TX30	2013	11/22/2013	8213543
	BREWER	THOMAS HILL		O	AR03	2013	12/4/2013	8213600
HONORABLE	BRIDENSTINE	JIM		O	OK01	2013	5/14/2013	8211981
	BRIKHO	GEORGE		O	MI09	2013	5/20/2013	8210795
	BROOKE	WILLIAM W.		X	AL06	2013	1/7/2014	8213772
DR.	BROOKS	JANIS C.		O	PA02	2013	12/26/2013	8213715
HONORABLE	BROOKS	MO		A	AL05	2013	7/8/2013	8212475
HONORABLE	BROOKS	MO		O	AL05	2013	5/8/2013	8211982
HONORABLE	BROOKS	SUSAN W.		A	IN05	2013	6/18/2013	8212333
HONORABLE	BROOKS	SUSAN W.		O	IN05	2013	5/15/2013	8211983
HONORABLE	BROUN	PAUL C.		O	GA10	2013	5/14/2013	8211985
HONORABLE	BROWN	CORRINE		O	FL05	2013	5/15/2013	8211984
	BROWN	THEODIS	JR.	D	MO08	2013	4/30/2013	8210185
	BROWN	THOMAS EDISON		O	GA04	2013	10/4/2013	8213288
HONORABLE	BROWNLEY	JULIA		O	CA26	2013	5/15/2013	8211986
	BROWNSBERGER	WILLIAM N.		O	MA05	2013	3/14/2013	8210796
	BRYANT	ERIC LAWRENCE		O	SC01	2013	3/13/2013	8209971
	BUCHAL	JAMES LAURENCE		D	OR03	2013	11/27/2013	8213613
HONORABLE	BUCHANAN	VERN		O	FL16	2013	5/15/2013	8212207
HONORABLE	BUCSHON	LARRY		A	IN08	2013	12/13/2013	8213638
HONORABLE	BUCSHON	LARRY		O	IN08	2013	5/14/2013	9103077
HONORABLE	BUERKLE	ANN MARIE		X	NY25	2013	2/6/2013	8209807
HONORABLE	BUERKLE	ANN MARIE		X	NY25	2013	4/4/2013	9102243
HONORABLE	BURGESS	MICHAEL C.		O	TX26	2013	5/15/2013	8211987
HONORABLE	BURTON	DAN		T	IN05	2013	3/12/2013	8209964
	BUSCH	ELIZABETH COLBERT		O	SC01	2013	3/20/2013	8209990
	BUSSLER	JIM		D	MI06	2013	9/18/2013	8213142
HONORABLE	BUSTOS	CHERI		O	IL17	2013	5/15/2013	8211988
HONORABLE	BUTTERFIELD	G.K.		O	NC01	2013	5/15/2013	8211989
	BYRNE	BRADLEY ROBERTS		O	AL01	2013	7/10/2013	8212540
	BYRNES	PAM		X	MI07	2013	8/5/2013	8212799
	BYRNES	PAM		O	MI07	2013	11/14/2013	8213485
	CAIN	EMILY ANN		O	ME02	2013	7/24/2013	8212671
	CALLIS	ANN		O	IL13	2013	7/17/2013	8212623
HONORABLE	CALVERT	KEN		O	CA42	2013	5/10/2013	8211990
HONORABLE	CAMP	DAVE		O	MI04	2013	5/14/2013	8211991
HONORABLE	CAMP	DAVE		A	MI04	2013	7/9/2013	8212505
HONORABLE	CAMPBELL	JOHN		O	CA45	2013	5/7/2013	8211992
	CANNON	JERRY		X	MI01	2013	9/9/2013	8213092
	CANNON	JERRY		O	MI01	2013	10/11/2013	8213245
HONORABLE	CANSECO	FRANCISCO "QUICO"		T	TX23	2013	2/7/2013	8209827
HONORABLE	CANTOR	ERIC		O	VA07	2013	5/15/2013	8211993
HONORABLE	CAPITO	SHELLEY MOORE		O	WV02	2013	5/14/2013	8211994
HONORABLE	CAPPS	LOIS		O	CA24	2013	5/15/2013	8211995
HONORABLE	CAPUANO	MICHAEL E.		O	MA07	2013	5/14/2013	8211996
HONORABLE	CARDENAS	TONY		O	CA29	2013	5/15/2013	9103080
HONORABLE	CARNAHAN	JOHN RUSSELL		T	MO03	2013	1/31/2013	8209748
HONORABLE	CARNEY	JOHN C.	JR.	O	DE00	2013	5/15/2013	8211998
HONORABLE	CARSON	ANDRE		O	IN07	2013	5/15/2013	8211997
	CARTER	EARL LEROY		O	GA01	2013	6/10/2013	8212200
	CARTER	JAMES DARWIN		O	GA01	2013	8/5/2013	8212793
HONORABLE	CARTER	JOHN R.		X	TX31	2013	5/17/2013	8210534
HONORABLE	CARTER	JOHN R.		O	TX31	2013	6/14/2013	8212291
HONORABLE	CARTWRIGHT	MATT		O	PA17	2013	5/15/2013	8211999
	CASEY	GEORGE NICHOLAS	JR.	O	WV02	2013	5/23/2013	8210771
HONORABLE	CASSIDY	BILL		O	LA06	2013	5/14/2013	8212000
HONORABLE	CASTOR	KATHY		O	FL14	2013	5/15/2013	8212001
HONORABLE	CASTRO	JOAQUIN		O	TX20	2013	5/15/2013	8212002
HONORABLE	CHABOT	STEVE		O	OH01	2013	5/15/2013	8212003
HONORABLE	CHABOT	STEVE		A	OH01	2013	7/10/2013	9103182
HONORABLE	CHAFFETZ	JASON		O	UT03	2013	5/15/2013	8212004
HONORABLE	CHANDLER	ALBERT BENJAMIN	III	T	KY06	2013	2/4/2013	8209790
	CHANG	STANLEY		O	HI01	2013	10/22/2013	8213289
	CHAPMAN	JEFF		O	GA01	2013	7/24/2013	8212672
	CHEW	ROBIN LEO		O	CA18	2013	10/7/2013	8213197
	CHO	ROY		O	NJ05	2013	6/3/2013	9103128
	CHOI	JUN		O	NJ07	2013	5/23/2013	8210797
HONORABLE	CHRISTENSEN	DONNA M.		O	VI00	2013	5/15/2013	8212005
	CHRISTOPHER	WARREN		O	MD04	2013	12/11/2013	8213651
HONORABLE	CHU	JUDY		O	CA27	2013	5/15/2013	8212006
HONORABLE	CICILLINE	DAVID N.		O	RI01	2013	5/15/2013	8212007
	CLARK	KATHERINE		O	MA05	2013	6/6/2013	9103129
HONORABLE	CLARKE	HANSEN		T	MI13	2013	2/7/2013	8209828
HONORABLE	CLARKE	YVETTE D.		X	NY09	2013	5/10/2013	8210309
HONORABLE	CLARKE	YVETTE D.		O	NY09	2013	8/2/2013	8212760
HONORABLE	CLARKE	YVETTE D.		A	NY09	2013	10/9/2013	8213206
HONORABLE	CLAY	WM. LACY		O	MO01	2013	5/8/2013	8212008
HONORABLE	CLEAVER	EMANUEL		O	MO05	2013	5/15/2013	8212009
	CLEMENS	PETER C.		O	UT01	2013	10/10/2013	8213198
	CLEMENTS	PAUL COLIN		D	MI06	2013	1/25/2013	8209737
	CLEMENTS	PAUL COLIN		O	MI06	2013	5/23/2013	9102771
HONORABLE	CLYBURN	JAMES E.		O	SC06	2013	5/9/2013	8212010
HONORABLE	COBLE	HOWARD		A	NC06	2013	7/24/2013	8212680
HONORABLE	COBLE	HOWARD		O	NC06	2013	5/15/2013	8212011
	COBLENZ	MICHAEL		O	KY06	2013	8/14/2012	8213013
HONORABLE	COFFMAN	MIKE		O	CO06	2013	5/15/2013	8212012
HONORABLE	COHEN	STEVE		O	TN09	2013	5/15/2013	8212017
	COHN	ALAN MICHAEL		O	FL15	2013	10/2/2013	8213183
	COLANGELO	STEVE ANTHONY		D	CA09	2013	5/9/2013	8210346
	COLANGELO	STEVE ANTHONY		O	CA09	2013	6/18/2013	8212353
	COLE	MICHAEL K.	JR.	O	TX36	2013	12/18/2013	8213683
HONORABLE	COLE	TOM		O	OK04	2013	5/14/2013	8212013
HONORABLE	COLLINS	CHRIS		O	NY27	2013	4/23/2013	8212014
HONORABLE	COLLINS	DOUG		O	GA09	2013	5/15/2013	8212015
	COLLINS	HAYDEN THOMAS	JR.	O	GA11	2013	1/6/2014	8213761
	COLLINS	MICHAEL A.	JR.	O	GA10	2013	6/19/2013	8212354
HONORABLE	CONAWAY	K. MICHAEL		O	TX11	2013	5/14/2013	8212016
	CONDLEY	KERRI		D	CA42	2013	5/9/2013	8210347
HONORABLE	CONNOLLY	GERALD E.		O	VA11	2013	5/15/2013	8212018
HONORABLE	CONYERS	JOHN	JR.	X	MI13	2013	5/10/2013	8210310
HONORABLE	CONYERS	JOHN	JR.	O	MI13	2013	7/31/2013	8212723
HONORABLE	COOK	PAUL		X	CA08	2013	5/15/2013	8210445
HONORABLE	COOK	PAUL		O	CA08	2013	5/20/2013	8212019
	COOMBES	MICHAEL JOHN		W	MA05	2013	8/7/2013	8212849
HONORABLE	COOPER	JIM		X	TN05	2013	5/17/2013	8210535
HONORABLE	COOPER	JIM		O	TN05	2013	6/14/2013	8212292
	COREY	MATTHEW M.		D	CT01	2013	8/8/2013	8212848
HONORABLE	COSTA	JIM		O	CA16	2013	5/15/2013	8212020
HONORABLE	COSTELLO	JERRY F.		X	IL12	2013	1/23/2013	8209702
HONORABLE	COSTELLO	JERRY F.		T	IL12	2013	5/8/2013	8210239
HONORABLE	COTTON	TOM		X	AR04	2013	5/9/2013	8210274
HONORABLE	COTTON	TOM		O	AR04	2013	6/13/2013	8212269
HONORABLE	COURTNEY	JOE		O	CT02	2013	5/14/2013	8212021
	COYNE	PAUL H.	JR.	O	CA24	2013	4/22/2013	8210798
	CRAFT	THOMAS EDWARD		O	MN02	2013	8/7/2013	8212837
	CRAMER	KEVIN		A	ND00	2013	12/7/2012	8209506
HONORABLE	CRAMER	KEVIN		A	ND00	2013	6/25/2013	8212366
HONORABLE	CRAMER	KEVIN		O	ND00	2013	5/14/2013	8212022
HONORABLE	CRAVAACK	CHIP		T	MN08	2013	2/7/2013	8209829
	CRAWFORD	DENNIS P.		O	NE01	2013	11/18/2013	8213486
HONORABLE	CRAWFORD	ERIC A. "RICK"		X	AR01	2013	5/14/2013	8210350
HONORABLE	CRAWFORD	ERIC A. "RICK"		O	AR01	2013	6/12/2013	8212250
HONORABLE	CRENSHAW	ANDER		A	FL04	2013	7/24/2013	8212681
HONORABLE	CRENSHAW	ANDER		O	FL04	2013	5/15/2013	8212023
HONORABLE	CRITZ	MARK S.		T	PA12	2013	2/1/2013	8209791
HONORABLE	CROWLEY	JOSEPH		O	NY14	2013	5/10/2013	8212024
HONORABLE	CUELLAR	HENRY		O	TX28	2013	5/15/2013	8212026
HONORABLE	CULBERSON	JOHN ABNEY		A	TX07	2013	7/9/2013	8212476
HONORABLE	CULBERSON	JOHN ABNEY		O	TX07	2013	5/14/2013	8212025
HONORABLE	CUMMINGS	ELIJAH E.		O	MD07	2013	5/22/2013	8212027
HONORABLE	CUMMINGS	ELIJAH E.		A	MD07	2013	5/22/2013	8212028
	CURBELO	CARLOS		X	FL26	2013	8/5/2013	8212800
	CURBELO	CARLOS		X	FL26	2013	10/9/2013	8213251
	CURBELO	CARLOS		O	FL26	2013	11/7/2013	8213445
HONORABLE	CURSON	DAVID A.		T	MI11	2013	2/5/2013	8209800
	DACE	CHRISTOPHER M.		D	CA04	2013	12/9/2013	8213622
HONORABLE	DAINES	STEVE		O	MT00	2013	5/15/2013	8212029
	DANDEKAR	SWATI ARVIND		O	IA01	2013	11/6/2013	8213399
	DAVIDSON	ALLEN RAY		D	IN05	2013	1/2/2014	8213775
HONORABLE	DAVIS	DANNY K.		A	IL07	2013	7/23/2013	8212627
HONORABLE	DAVIS	DANNY K.		O	IL07	2013	5/15/2013	8212030
	DAVIS	KAREN MATHEWS		O	CA09	2013	12/18/2013	8213684
HONORABLE	DAVIS	RODNEY		O	IL13	2013	5/15/2013	8212031
HONORABLE	DAVIS	SUSAN A.		O	CA53	2013	5/15/2013	8212032
	DEBICELLA	DAN		O	CT04	2013	10/23/2013	8213315
HONORABLE	DEFAZIO	PETER A.		O	OR04	2013	5/7/2013	9103081
	DEFRANCO	MARISA A.		O	MA06	2013	9/3/2013	8213058
HONORABLE	DEGETTE	DIANA		A	CO01	2013	6/27/2013	8212393
HONORABLE	DEGETTE	DIANA		O	CO01	2013	5/15/2013	8212034
HONORABLE	DELANEY	JOHN K.		X	MD06	2013	5/17/2013	8210536
HONORABLE	DELANEY	JOHN K.		O	MD06	2013	8/13/2013	8212934
HONORABLE	DELAURO	ROSA L.		O	CT03	2013	5/15/2013	8212036
	DELAVAR	MICHAEL ROBERT		D	WA03	2013	12/4/2013	8213614
HONORABLE	DELBENE	SUZAN K.		O	WA01	2013	5/15/2013	8212035
	DEMAIO	CARL		X	CA52	2013	7/1/2013	8212449
	DEMAIO	CARL		O	CA52	2013	9/16/2013	8213112
	DEMARCO	PAUL		X	AL06	2013	11/26/2013	8213539
	DEMOS	GEORGE		O	NY01	2013	12/2/2013	8213601
HONORABLE	DENHAM	JEFF		O	CA10	2013	5/15/2013	8212037
	DENNIS	JOHN		D	CA08	2013	10/3/2013	8213320
HONORABLE	DENT	CHARLES W.		X	PA15	2013	5/9/2013	8210255
HONORABLE	DENT	CHARLES W.		O	PA15	2013	7/17/2013	8212615
	DENTON	JAMES F.	JR.	D	FL12	2013	10/9/2013	8213321
HONORABLE	DESANTIS	RON		A	FL06	2013	7/17/2013	8212553
HONORABLE	DESANTIS	RON		O	FL06	2013	5/15/2013	8212038
HONORABLE	DESJARLAIS	SCOTT		O	TN04	2013	5/15/2013	8212039
HONORABLE	DEUTCH	THEODORE E.		O	FL21	2013	5/15/2013	8212040
HONORABLE	DIAZ-BALART	MARIO		O	FL25	2013	5/15/2013	8211958
HONORABLE	DICKS	NORMAN DEVALOIS		T	WA06	2013	12/31/2012	8209579
	DIETZ	MATTHEW H.		O	PA17	2013	6/13/2013	8212263
	DIETZEL	PAUL	II	X	LA06	2013	6/20/2013	9103156
	DIETZEL	PAUL	II	O	LA06	2013	8/1/2013	8212750
HONORABLE	DINGELL	JOHN D.		O	MI12	2013	5/15/2013	8212041
HONORABLE	DOGGETT	LLOYD		X	TX35	2013	5/17/2013	8210537
HONORABLE	DOGGETT	LLOYD		O	TX35	2013	8/9/2013	8212841
HONORABLE	DOLD	ROBERT		T	IL10	2013	2/14/2013	8209865
	DOLD	ROBERT JAMES	JR.	O	IL10	2013	6/21/2013	8212371
	DOMINO	CARL J.		X	FL18	2013	8/5/2013	8212801
	DOMINO	CARL J.		A	FL18	2013	1/3/2014	8213770
	DOMINO	CARL J.		O	FL18	2013	11/14/2013	8213487
HONORABLE	DONNELLY	JOE		A	IN02	2013	9/12/2013	8213109
	DOUGLAS	JOHN F.		D	GA10	2013	3/7/2013	8209938
HONORABLE	DOYLE	MICHAEL F.		O	PA14	2013	5/14/2013	8212042
HONORABLE	DREIER	DAVID		X	CA26	2013	1/17/2013	8209683
HONORABLE	DREIER	DAVID		T	CA26	2013	5/8/2013	8210240
HONORABLE	DREIER	DAVID		T	CA26	2013	4/29/2013	8210186
HONORABLE	DUCKWORTH	TAMMY		O	IL08	2013	5/15/2013	8212043
HONORABLE	DUFFY	SEAN P.		X	WI07	2013	5/16/2013	8210446
HONORABLE	DUFFY	SEAN P.		O	WI07	2013	8/7/2013	8212842
	DUKE	GREGORY PAUL		D	GA02	2013	5/21/2013	8210756
	DUNBAR	FORREST		O	AK00	2013	10/2/2013	8213184
HONORABLE	DUNCAN	JEFF		O	SC03	2013	5/15/2013	8212044
HONORABLE	DUNCAN	JEFF		A	SC03	2013	7/18/2013	8212616
HONORABLE	DUNCAN	JOHN J.	JR.	O	TN02	2013	5/7/2013	8212045
	DUNEC	MARK S.		O	NJ11	2013	1/25/2013	8209724
	DUNN	MATTHEW ELLIOT		O	WV02	2013	3/7/2013	8209944
	EAGLETON	CLIFFORD J.		O	IL02	2013	10/23/2013	8213319
	ECKLES	SHAWN		D	NC09	2013	4/5/2013	9102241
HONORABLE	EDWARDS	DONNA F.		O	MD04	2013	5/9/2013	9103148
	EGGMAN	MICHAEL RAY		D	CA10	2013	4/25/2013	8210155
	EGGMAN	MICHAEL RAY		O	CA10	2013	7/8/2013	8212499
	EHRLICH	JESSICA D.		X	FL13	2013	5/20/2013	8210689
	EHRLICH	JESSICA D.		O	FL13	2013	7/2/2013	8212439
	ELDER	BRUCE ANDREW		O	VA06	2013	5/31/2013	9103130
	ELDRIDGE	SEAN		O	NY19	2013	5/15/2013	8210774
	ELLIS	BRIAN ROBERT		X	MI03	2013	11/7/2013	8213410
HONORABLE	ELLISON	KEITH		O	MN05	2013	5/7/2013	8212047
HONORABLE	ELLISON	KEITH		A	MN05	2013	7/8/2013	8212477
HONORABLE	ELLMERS	RENEE L.		X	NC02	2013	5/17/2013	8210538
HONORABLE	ELLMERS	RENEE L.		O	NC02	2013	9/10/2013	8213103
HONORABLE	EMERSON	JO ANN		T	MO08	2013	2/21/2013	8209886
	EMKEN	ELIZABETH		O	CA11	2013	10/9/2013	8213199
	EMMER	THOMAS EARL	JR.	O	MN06	2013	8/22/2013	8213059
	ENDEAN-SINGH	LESLIE		O	NM02	2013	10/24/2013	8213317
HONORABLE	ENGEL	ELIOT L.		O	NY16	2013	5/15/2013	8212048
	ENRIGHT	JEAN L.		X	FL20	2013	9/18/2013	8213139
	ENRIGHT	JEAN L.		O	FL20	2013	12/27/2013	8213725
	ENYART	DOUGLAS ALLEN		D	MO08	2013	4/17/2013	8210126
	ENYART	DOUGLAS ALLEN		O	MO08	2013	5/14/2013	8210402
HONORABLE	ENYART	WILLIAM L.		O	IL12	2013	5/14/2013	8212049
HONORABLE	ENYART	WILLIAM L.		A	IL12	2013	6/13/2013	8212270
HONORABLE	ENYART	WILLIAM L.		A	IL12	2013	7/19/2013	8212630
HONORABLE	ESHOO	ANNA G.		O	CA18	2013	4/18/2013	8212050
HONORABLE	ESTY	ELIZABETH H.		A	CT05	2013	8/28/2013	8213068
HONORABLE	ESTY	ELIZABETH H.		X	CT05	2013	5/14/2013	8210351
HONORABLE	ESTY	ELIZABETH H.		X	CT05	2013	6/20/2013	9103158
HONORABLE	ESTY	ELIZABETH H.		O	CT05	2013	6/21/2013	8212367
	EVANS	JIM		D	MO07	2013	11/22/2013	8213544
	EVANS	MERVIN LEON		D	CA33	2013	11/25/2013	8213545
HONORABLE	FALEOMAVAEGA	ENI F.H.		O	AS00	2013	5/13/2013	8212051
	FAPARUSI	OLUYOMI	SR.	D	TN04	2013	7/1/2013	8212461
	FAPARUSI	OLUYOMI	SR.	X	TN04	2013	9/9/2013	8213093
	FAPARUSI	OLUYOMI	SR.	O	TN04	2013	11/7/2013	8213446
	FAREED	JUSTIN		O	CA24	2013	12/4/2013	8213602
HONORABLE	FARENTHOLD	BLAKE		X	TX27	2013	5/22/2013	8210695
HONORABLE	FARENTHOLD	BLAKE		A	TX27	2013	10/16/2013	8213237
