"filename"	"num_pages"
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002387.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001700.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001772.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001886.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001534.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001288.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001100.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001903.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002749.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002267.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002192.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002566.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001453.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001702.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001431.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000936.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001356.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001301.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001011.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002900.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001461.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001998.pdf"	13
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003140.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002224.pdf"	5
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000950.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003056.pdf"	5
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002757.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001222.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001786.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001105.pdf"	15
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002639.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002825.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001144.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002624.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002317.pdf"	5
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002772.pdf"	9
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002964.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002052.pdf"	19
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002508.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002637.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003066.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003045.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002197.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001701.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001762.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002316.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002846.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002484.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001262.pdf"	14
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002362.pdf"	25
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003051.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000937.pdf"	1
